pmid,entity_id,text,entity_type,identifier,start,end,split
15614572,24,catalepsy,DiseaseOrPhenotypicFeature,D002375,972,981,train
15614572,25,apomorphine,ChemicalEntity,D001058,1006,1017,train
15614572,26,apomorphine,ChemicalEntity,D001058,1051,1062,train
15614572,27,catalepsy,DiseaseOrPhenotypicFeature,D002375,1084,1093,train
15614572,28,trazodone,ChemicalEntity,D014196,1146,1155,train
15614572,29,dexamphetamine,ChemicalEntity,D003913,1165,1179,train
15614572,30,haloperidol,ChemicalEntity,D006220,1208,1219,train
15614572,31,catalepsy,DiseaseOrPhenotypicFeature,D002375,1220,1229,train
15614572,32,ergometrine,ChemicalEntity,D004874,1231,1242,train
15614572,33,fluoxetine,ChemicalEntity,D005473,1268,1278,train
15614572,34,Trazodone,ChemicalEntity,D014196,1305,1314,train
15614572,35,catalepsy,DiseaseOrPhenotypicFeature,D002375,1351,1360,train
15614572,36,apomorphine,ChemicalEntity,D001058,1377,1388,train
15614572,37,dexamphetamine,ChemicalEntity,D003913,1393,1407,train
15614572,38,trazodone,ChemicalEntity,D014196,1461,1470,train
15614572,39,D2 DA receptors,GeneOrGeneProduct,24318,1533,1548,train
15614572,40,D2 DA receptors,GeneOrGeneProduct,24318,1611,1626,train
15614572,41,trazodone,ChemicalEntity,D014196,1664,1673,train
15614572,42,5-HT 2A and 5-HT 2C receptors,GeneOrGeneProduct,"25187,29595",1681,1710,train
15614572,43,trazodone,ChemicalEntity,D014196,1728,1737,train
15614572,44,5-HT 2C receptors,GeneOrGeneProduct,25187,1776,1793,train
15614572,45,5-HT,ChemicalEntity,D012701,1870,1874,train
15614572,46,dexamphetamine,ChemicalEntity,D003913,1900,1914,train
15614572,47,haloperidol,ChemicalEntity,D006220,1942,1953,train
15614572,48,catalepsy,DiseaseOrPhenotypicFeature,D002375,1954,1963,train
15630069,0,Glucose,ChemicalEntity,D005947,0,7,train
15630069,1,patients,OrganismTaxon,9606,22,30,train
15630069,2,schizophrenia,DiseaseOrPhenotypicFeature,D012559,36,49,train
15630069,3,antipsychotic agents,ChemicalEntity,D014150,72,92,train
15630069,4,glucose,ChemicalEntity,D005947,127,134,train
15630069,5,diabetes mellitus,DiseaseOrPhenotypicFeature,D003920,223,240,train
15630069,6,patients,OrganismTaxon,9606,262,270,train
15630069,7,schizophrenia,DiseaseOrPhenotypicFeature,D012559,276,289,train
15630069,8,antipsychotic agents,ChemicalEntity,D014150,320,340,train
15630069,9,glucose,ChemicalEntity,D005947,408,415,train
15630069,10,diabetes,DiseaseOrPhenotypicFeature,D003920,471,479,train
15630069,11,clozapine,ChemicalEntity,D003024,538,547,train
15630069,12,olanzapine,ChemicalEntity,C076029,552,562,train
15630069,13,risperidone,ChemicalEntity,D018967,568,579,train
15630069,14,glucose,ChemicalEntity,D005947,619,626,train
15630069,15,patients,OrganismTaxon,9606,695,703,train
15630069,16,schizophrenia,DiseaseOrPhenotypicFeature,D012559,709,722,train
15630069,17,glucose,ChemicalEntity,D005947,772,779,train
15630069,18,Patients,OrganismTaxon,9606,969,977,train
15630069,19,glucose,ChemicalEntity,D005947,1069,1076,train
15630069,20,schizophrenia,DiseaseOrPhenotypicFeature,D012559,1127,1140,train
15630069,21,schizoaffective disorder,DiseaseOrPhenotypicFeature,D011618,1144,1168,train
15630069,22,clozapine,ChemicalEntity,D003024,1221,1230,train
15630069,23,olanzapine,ChemicalEntity,C076029,1232,1242,train
15630069,24,risperidone,ChemicalEntity,D018967,1247,1258,train
15630069,25,glucose,ChemicalEntity,D005947,1329,1336,train
15630069,26,insulin,ChemicalEntity,D007328,1355,1362,train
15630069,27,insulin resistance,DiseaseOrPhenotypicFeature,D007333,1430,1448,train
15630069,28,glucose,ChemicalEntity,D005947,1454,1461,train
15630069,29,antipsychotic agent,ChemicalEntity,D014150,1553,1572,train
15630069,30,clozapine,ChemicalEntity,D003024,1599,1608,train
15630069,31,olanzapine,ChemicalEntity,C076029,1633,1643,train
15630069,32,risperidone,ChemicalEntity,D018967,1665,1676,train
15630069,33,insulin,ChemicalEntity,D007328,1693,1700,train
15630069,34,clozapine,ChemicalEntity,D003024,1764,1773,train
15630069,35,olanzapine,ChemicalEntity,C076029,1774,1784,train
15630069,36,risperidone,ChemicalEntity,D018967,1785,1796,train
15630069,37,clozapine,ChemicalEntity,D003024,1835,1844,train
15630069,38,risperidone,ChemicalEntity,D018967,1849,1860,train
15630069,39,olanzapine,ChemicalEntity,C076029,1889,1899,train
15630069,40,risperidone,ChemicalEntity,D018967,1904,1915,train
15630069,41,clozapine,ChemicalEntity,D003024,2043,2052,train
15630069,42,olanzapine,ChemicalEntity,C076029,2053,2063,train
15630069,43,risperidone,ChemicalEntity,D018967,2064,2075,train
15630069,44,clozapine,ChemicalEntity,D003024,2105,2114,train
15630069,45,olanzapine,ChemicalEntity,C076029,2119,2129,train
15630069,46,insulin resistance,DiseaseOrPhenotypicFeature,D007333,2153,2171,train
15630069,47,risperidone,ChemicalEntity,D018967,2217,2228,train
15630069,48,clozapine,ChemicalEntity,D003024,2230,2239,train
15630069,49,risperidone,ChemicalEntity,D018967,2243,2254,train
15630069,50,olanzapine,ChemicalEntity,C076029,2279,2289,train
15630069,51,risperidone,ChemicalEntity,D018967,2293,2304,train
15630069,52,insulin resistance,DiseaseOrPhenotypicFeature,D007333,2377,2395,train
15630069,53,clozapine,ChemicalEntity,D003024,2462,2471,train
15630069,54,olanzapine,ChemicalEntity,C076029,2472,2482,train
15630069,55,risperidone,ChemicalEntity,D018967,2483,2494,train
15630069,56,clozapine,ChemicalEntity,D003024,2497,2506,train
15630069,57,risperidone,ChemicalEntity,D018967,2510,2521,train
15630069,58,olanzapine,ChemicalEntity,C076029,2547,2557,train
15630069,59,risperidone,ChemicalEntity,D018967,2561,2572,train
15630069,60,glucose,ChemicalEntity,D005947,2649,2656,train
15630069,61,clozapine,ChemicalEntity,D003024,2696,2705,train
15630069,62,olanzapine,ChemicalEntity,C076029,2706,2716,train
15630069,63,risperidone,ChemicalEntity,D018967,2717,2728,train
15630069,64,clozapine,ChemicalEntity,D003024,2767,2776,train
15630069,65,risperidone,ChemicalEntity,D018967,2781,2792,train
15630069,66,olanzapine,ChemicalEntity,C076029,2822,2832,train
15630069,67,risperidone,ChemicalEntity,D018967,2837,2848,train
15630069,68,clozapine,ChemicalEntity,D003024,2902,2911,train
15630069,69,olanzapine,ChemicalEntity,C076029,2917,2927,train
15630069,70,insulin resistance,DiseaseOrPhenotypicFeature,D007333,2965,2983,train
15630069,71,glucose,ChemicalEntity,D005947,3002,3009,train
15630069,72,risperidone,ChemicalEntity,D018967,3038,3049,train
15630069,73,Patients,OrganismTaxon,9606,3068,3076,train
15630069,74,clozapine,ChemicalEntity,D003024,3084,3093,train
15630069,75,olanzapine,ChemicalEntity,C076029,3098,3108,train
15630069,76,insulin resistance,DiseaseOrPhenotypicFeature,D007333,3130,3148,train
15858223,0,Valproic acid,ChemicalEntity,D014635,0,13,train
15858223,1,lipid,ChemicalEntity,D008055,32,37,train
15858223,2,liver toxicity,DiseaseOrPhenotypicFeature,D056486,63,77,train
15858223,3,valproic acid,ChemicalEntity,D014635,83,96,train
15858223,4,rats,OrganismTaxon,10116,118,122,train
15858223,5,valproic acid,ChemicalEntity,D014635,141,154,train
15858223,6,VPA,ChemicalEntity,D014635,156,159,train
15858223,7,antiepileptic drug,ChemicalEntity,D000927,185,203,train
15858223,8,rats,OrganismTaxon,10116,244,248,train
15858223,9,15-F(2t)-isoprostane,ChemicalEntity,C075750,297,317,train
15858223,10,15-F(2t)-IsoP,ChemicalEntity,C075750,319,332,train
15858223,11,VPA,ChemicalEntity,D014635,398,401,train
15858223,12,hepatotoxicity,DiseaseOrPhenotypicFeature,D056486,434,448,train
15858223,13,rats,OrganismTaxon,10116,476,480,train
15858223,14,VPA,ChemicalEntity,D014635,502,505,train
15858223,15,15-F(2t)-IsoP,ChemicalEntity,C075750,655,668,train
15858223,16,lipid hydroperoxides,ChemicalEntity,D008054,670,690,train
15858223,17,LPO,ChemicalEntity,D008054,692,695,train
15858223,18,thiobarbituric acid reactive substances,ChemicalEntity,D017392,702,741,train
15858223,19,TBARs,ChemicalEntity,D017392,743,748,train
15858223,20,15-F(2t)-IsoP,ChemicalEntity,C075750,768,781,train
15858223,21,VPA,ChemicalEntity,D014635,833,836,train
15858223,22,LPO,ChemicalEntity,D008054,874,877,train
15858223,23,TBARs,ChemicalEntity,D017392,982,987,train
15858223,24,Liver toxicity,DiseaseOrPhenotypicFeature,D056486,1053,1067,train
15858223,25,alpha-glutathione S-transferase,GeneOrGeneProduct,24421,1107,1138,train
15858223,26,alpha-GST,GeneOrGeneProduct,24421,1140,1149,train
15858223,27,alpha-GST,GeneOrGeneProduct,24421,1175,1184,train
15858223,28,hepatotoxicity,DiseaseOrPhenotypicFeature,D056486,1252,1266,train
15858223,29,inflammation of the liver capsule,DiseaseOrPhenotypicFeature,D006505,1307,1340,train
15858223,30,necrosis,DiseaseOrPhenotypicFeature,D009336,1342,1350,train
15858223,31,steatosis,DiseaseOrPhenotypicFeature,D005234,1356,1365,train
15858223,32,VPA,ChemicalEntity,D014635,1438,1441,train
15858223,33,4-ene-VPA,ChemicalEntity,C045022,1488,1497,train
15858223,34,"2,4-diene-VPA",ChemicalEntity,C556631,1506,1519,train
15858223,35,VPA,ChemicalEntity,D014635,1598,1601,train
15858223,36,15-F(2t)-IsoP,ChemicalEntity,C075750,1666,1679,train
15858223,37,necrosis,DiseaseOrPhenotypicFeature,D009336,1709,1717,train
15858223,38,steatosis,DiseaseOrPhenotypicFeature,D005234,1719,1728,train
15858223,39,alpha-GST,GeneOrGeneProduct,24421,1759,1768,train
15859361,0,celecoxib,ChemicalEntity,C105934,10,19,train
15859361,1,patients,OrganismTaxon,9606,23,31,train
15859361,2,skin reactions,DiseaseOrPhenotypicFeature,D003875,45,59,train
15859361,3,acetaminophen,ChemicalEntity,D000082,63,76,train
15859361,4,paracetamol,ChemicalEntity,D000082,78,89,train
15859361,5,nimesulide,ChemicalEntity,C012655,95,105,train
15859361,6,non-steroidal anti-inflammatory drugs,ChemicalEntity,D000894,136,173,train
15859361,7,Acetaminophen,ChemicalEntity,D000082,187,200,train
15859361,8,paracetamol,ChemicalEntity,D000082,202,213,train
15859361,9,P,ChemicalEntity,D000082,215,216,train
15859361,10,Nimesulide,ChemicalEntity,C012655,222,232,train
15859361,11,N,ChemicalEntity,C012655,234,235,train
15859361,12,antipyretic,ChemicalEntity,D058633,263,274,train
15859361,13,anti-inflammatory drugs,ChemicalEntity,D000893,275,298,train
15859361,14,hypersensitivity,DiseaseOrPhenotypicFeature,D004342,320,336,train
15859361,15,non-steroidal anti-inflammatory drugs,ChemicalEntity,D000894,397,434,train
15859361,16,NSAIDs,ChemicalEntity,D000894,436,442,train
15859361,17,Celecoxib,ChemicalEntity,C105934,485,494,train
15859361,18,CE,ChemicalEntity,C105934,496,498,train
15859361,19,COX-2,GeneOrGeneProduct,4513,556,561,train
15859361,20,CE,ChemicalEntity,C105934,614,616,train
15859361,21,patients,OrganismTaxon,9606,631,639,train
15859361,22,cutaneous reactions,DiseaseOrPhenotypicFeature,D003875,675,694,train
15859361,23,P,ChemicalEntity,D000082,698,699,train
15859361,24,N,ChemicalEntity,C012655,704,705,train
15859361,25,NSAIDs,ChemicalEntity,D000894,735,741,train
15859361,26,patients,OrganismTaxon,9606,765,773,train
15859361,27,hypersensitivity,DiseaseOrPhenotypicFeature,D004342,779,795,train
15859361,28,P,ChemicalEntity,D000082,799,800,train
15859361,29,N,ChemicalEntity,C012655,805,806,train
15859361,30,NSAIDs,ChemicalEntity,D000894,855,861,train
15859361,31,P,ChemicalEntity,D000082,880,881,train
15859361,32,N,ChemicalEntity,C012655,886,887,train
15859361,33,skin reactions,DiseaseOrPhenotypicFeature,D003875,896,910,train
15859361,34,CE,ChemicalEntity,C105934,1064,1066,train
15859361,35,patients,OrganismTaxon,9606,1160,1168,train
15859361,36,erythema,DiseaseOrPhenotypicFeature,D004890,1363,1371,train
15859361,37,urticaria,DiseaseOrPhenotypicFeature,D014581,1381,1390,train
15859361,38,angioedema,DiseaseOrPhenotypicFeature,D000799,1391,1401,train
15859361,39,patients,OrganismTaxon,9606,1460,1468,train
15859361,40,CE,ChemicalEntity,C105934,1487,1489,train
15859361,41,patient,OrganismTaxon,9606,1500,1507,train
15859361,42,angioedema,DiseaseOrPhenotypicFeature,D000799,1529,1539,train
15859361,43,hypersensitivity,DiseaseOrPhenotypicFeature,D004342,1574,1590,train
15859361,44,CE,ChemicalEntity,C105934,1603,1605,train
15859361,45,P,ChemicalEntity,D000082,1629,1630,train
15859361,46,N,ChemicalEntity,C012655,1635,1636,train
15859361,47,NSAIDs,ChemicalEntity,D000894,1644,1650,train
15859361,48,patients,OrganismTaxon,9606,1662,1670,train
15859361,49,CE,ChemicalEntity,C105934,1695,1697,train
15859361,50,P,ChemicalEntity,D000082,1774,1775,train
15859361,51,N,ChemicalEntity,C012655,1780,1781,train
15897593,0,Dexrazoxane,ChemicalEntity,D064730,0,11,train
15897593,1,myelosuppression,DiseaseOrPhenotypicFeature,D001855,29,45,train
15897593,2,etoposide,ChemicalEntity,D005047,84,93,train
15897593,3,daunorubicin,ChemicalEntity,D003630,98,110,train
15897593,4,doxorubicin,ChemicalEntity,D004317,119,130,train
15897593,5,anthracyclines,ChemicalEntity,D018943,145,159,train
15897593,6,daunorubicin,ChemicalEntity,D003630,160,172,train
15897593,7,doxorubicin,ChemicalEntity,D004317,177,188,train
15897593,8,epipodophyllotoxin,ChemicalEntity,D011034,197,215,train
15897593,9,etoposide,ChemicalEntity,D005047,216,225,train
15897593,10,myelosuppression,DiseaseOrPhenotypicFeature,D001855,318,334,train
15897593,11,cardiac toxicity,DiseaseOrPhenotypicFeature,D066126,339,355,train
15897593,12,Dexrazoxane,ChemicalEntity,D064730,373,384,train
15897593,13,ICRF-187,ChemicalEntity,D064730,386,394,train
15897593,14,anthracycline,ChemicalEntity,D018943,434,447,train
15897593,15,cardiotoxicity,DiseaseOrPhenotypicFeature,D066126,456,470,train
15897593,16,hematologic toxicity,DiseaseOrPhenotypicFeature,D006402,530,550,train
15897593,17,dexrazoxane,ChemicalEntity,D064730,581,592,train
15897593,18,human,OrganismTaxon,9606,688,693,train
15897593,19,murine,OrganismTaxon,10090,698,704,train
15897593,20,etoposide,ChemicalEntity,D005047,731,740,train
15897593,21,daunorubicin,ChemicalEntity,D003630,742,754,train
15897593,22,doxorubicin,ChemicalEntity,D004317,760,771,train
15897593,23,dexrazoxane,ChemicalEntity,D064730,776,787,train
15897593,24,mice,OrganismTaxon,10090,878,882,train
15897593,25,etoposide,ChemicalEntity,D005047,901,910,train
15897593,26,daunorubicin,ChemicalEntity,D003630,912,924,train
15897593,27,doxorubicin,ChemicalEntity,D004317,930,941,train
15897593,28,dexrazoxane,ChemicalEntity,D064730,959,970,train
15897593,29,dexrazoxane,ChemicalEntity,D064730,1081,1092,train
15897593,30,myelosuppression,DiseaseOrPhenotypicFeature,D001855,1101,1117,train
15897593,31,weight loss,DiseaseOrPhenotypicFeature,D015431,1122,1133,train
15897593,32,daunorubicin,ChemicalEntity,D003630,1139,1151,train
15897593,33,etoposide,ChemicalEntity,D005047,1156,1165,train
15897593,34,mice,OrganismTaxon,10090,1169,1173,train
15897593,35,dexrazoxane,ChemicalEntity,D064730,1252,1263,train
15897593,36,myelosuppression,DiseaseOrPhenotypicFeature,D001855,1280,1296,train
15897593,37,weight loss,DiseaseOrPhenotypicFeature,D015431,1298,1309,train
15897593,38,cytotoxicity,DiseaseOrPhenotypicFeature,D064420,1328,1340,train
15897593,39,doxorubicin,ChemicalEntity,D004317,1346,1357,train
15897593,40,dexrazoxane,ChemicalEntity,D064730,1422,1433,train
15897593,41,doxorubicin,ChemicalEntity,D004317,1499,1510,train
15897593,42,daunorubicin,ChemicalEntity,D003630,1548,1560,train
15897593,43,etoposide,ChemicalEntity,D005047,1718,1727,train
15897593,44,dexrazoxane,ChemicalEntity,D064730,1778,1789,train
15897593,45,patients,OrganismTaxon,9606,1810,1818,train
15897593,46,metastases,DiseaseOrPhenotypicFeature,D009362,1830,1840,train
15897593,47,dexrazoxane,ChemicalEntity,D064730,1851,1862,train
15897593,48,etoposide,ChemicalEntity,D005047,1881,1890,train
15897593,49,hematologic toxicity,DiseaseOrPhenotypicFeature,D006402,1957,1977,train
15897593,50,cytotoxic,DiseaseOrPhenotypicFeature,D064420,2082,2091,train
15957009,0,5-HT6 receptor,GeneOrGeneProduct,64354,14,28,train
15957009,1,Ro4368554,ChemicalEntity,C507242,40,49,train
15957009,2,cholinergic,ChemicalEntity,D018678,81,92,train
15957009,3,serotonergic,ChemicalEntity,D018490,97,109,train
15957009,4,memory deficiency,DiseaseOrPhenotypicFeature,D008569,120,137,train
15957009,5,rat,OrganismTaxon,10116,145,148,train
15957009,6,serotonin type 6 (5-HT(6)) receptors,GeneOrGeneProduct,64354,165,201,train
15957009,7,acetylcholine,ChemicalEntity,D000109,353,366,train
15957009,8,ACh,ChemicalEntity,D000109,368,371,train
15957009,9,5-HT(6),GeneOrGeneProduct,64354,461,468,train
15957009,10,Ro4368554,ChemicalEntity,C507242,480,489,train
15957009,11,3-benzenesulfonyl-7-(4-methyl-piperazin-1-yl)1H-indole,ChemicalEntity,C507242,491,545,train
15957009,12,rat,OrganismTaxon,10116,552,555,train
15957009,13,cholinergic,ChemicalEntity,D018678,592,603,train
15957009,14,scopolamine,ChemicalEntity,D012601,605,616,train
15957009,15,serotonergic,ChemicalEntity,D018490,637,649,train
15957009,16,tryptophan,ChemicalEntity,D014364,652,662,train
15957009,17,TRP,ChemicalEntity,D014364,664,667,train
15957009,18,acetylcholinesterase,GeneOrGeneProduct,83817,749,769,train
15957009,19,metrifonate,ChemicalEntity,D014236,780,791,train
15957009,20,metrifonate,ChemicalEntity,D014236,909,920,train
15957009,21,Ro4368554,ChemicalEntity,C507242,985,994,train
15957009,22,Ro4368554,ChemicalEntity,C507242,1015,1024,train
15957009,23,metrifonate,ChemicalEntity,D014236,1072,1083,train
15957009,24,memory deficits,DiseaseOrPhenotypicFeature,D008569,1124,1139,train
15957009,25,scopolamine,ChemicalEntity,D012601,1151,1162,train
15957009,26,TRP,ChemicalEntity,D014364,1167,1170,train
15957009,27,Ro4368554,ChemicalEntity,C507242,1256,1265,train
15957009,28,cholinergic,ChemicalEntity,D018678,1330,1341,train
15957009,29,serotonergic,ChemicalEntity,D018490,1348,1360,train
15957009,30,memory deficit,DiseaseOrPhenotypicFeature,D008569,1361,1375,train
15957009,31,Ro4368554,ChemicalEntity,C507242,1465,1474,train
15957009,32,5-HT(6) receptor antagonists,ChemicalEntity,D012702,1496,1524,train
16364460,0,ritanserin,ChemicalEntity,D016713,18,28,train
16364460,1,scopolamine,ChemicalEntity,D012601,73,84,train
16364460,2,amnesia,DiseaseOrPhenotypicFeature,D000647,93,100,train
16364460,3,rats,OrganismTaxon,10116,115,119,train
16364460,4,ritanserin,ChemicalEntity,D016713,135,145,train
16364460,5,5-HT2,GeneOrGeneProduct,29595,147,152,train
16364460,6,scopolamine,ChemicalEntity,D012601,168,179,train
16364460,7,muscarinic cholinergic,GeneOrGeneProduct,25229,181,203,train
16364460,8,amnesia,DiseaseOrPhenotypicFeature,D000647,224,231,train
16364460,9,Rats,OrganismTaxon,10116,277,281,train
16364460,10,DMSO,ChemicalEntity,D004121,435,439,train
16364460,11,DMSO,ChemicalEntity,D004121,448,452,train
16364460,12,scopolamine,ChemicalEntity,D012601,455,466,train
16364460,13,ritanserin,ChemicalEntity,D016713,526,536,train
16364460,14,DMSO,ChemicalEntity,D004121,567,571,train
16364460,15,scopolamine,ChemicalEntity,D012601,606,617,train
16364460,16,ritanserin,ChemicalEntity,D016713,654,664,train
16364460,17,ritanserin,ChemicalEntity,D016713,676,686,train
16364460,18,DMSO,ChemicalEntity,D004121,708,712,train
16364460,19,scopolamine,ChemicalEntity,D012601,1129,1140,train
16364460,20,Ritanserin,ChemicalEntity,D016713,1184,1194,train
16364460,21,rats,OrganismTaxon,10116,1203,1207,train
16364460,22,DMSO,ChemicalEntity,D004121,1308,1312,train
16364460,23,scopolamine,ChemicalEntity,D012601,1337,1348,train
16364460,24,ritanserin,ChemicalEntity,D016713,1353,1363,train
16364460,25,scopolamine,ChemicalEntity,D012601,1479,1490,train
16364460,26,rats,OrganismTaxon,10116,1499,1503,train
16364460,27,ritanserin,ChemicalEntity,D016713,1546,1556,train
16364460,28,scopolamine,ChemicalEntity,D012601,1609,1620,train
16364460,29,amnesia,DiseaseOrPhenotypicFeature,D000647,1629,1636,train
16574713,0,serotonin transporter,GeneOrGeneProduct,6532,20,41,train
16574713,1,ecstasy,ChemicalEntity,D018817,72,79,train
16574713,2,MDMA,ChemicalEntity,D018817,81,85,train
16574713,3,"3,4-methylenedioxymethamphetamine",ChemicalEntity,D018817,103,136,train
16574713,4,MDMA,ChemicalEntity,D018817,138,142,train
16574713,5,ecstasy,ChemicalEntity,D018817,146,153,train
16574713,6,serotonin,ChemicalEntity,D012701,186,195,train
16574713,7,5-HT,ChemicalEntity,D012701,197,201,train
16574713,8,humans,OrganismTaxon,9606,235,241,train
16574713,9,MDMA,ChemicalEntity,D018817,295,299,train
16574713,10,5-HT,ChemicalEntity,D012701,308,312,train
16574713,11,neurotoxic lesions,DiseaseOrPhenotypicFeature,D020258,313,331,train
16574713,12,5-HT,ChemicalEntity,D012701,354,358,train
16574713,13,5-HT,ChemicalEntity,D012701,408,412,train
16574713,14,5-HT,ChemicalEntity,D012701,475,479,train
16574713,15,5-HT transporter promoter gene region,GeneOrGeneProduct,6532,585,622,train
16574713,16,5-HTTLPR,GeneOrGeneProduct,6532,624,632,train
16574713,17,MDMA,ChemicalEntity,D018817,663,667,train
16574713,18,MDMA,ChemicalEntity,D018817,776,780,train
16574713,19,MDMA,ChemicalEntity,D018817,860,864,train
16574713,20,5-HTTLPR,GeneOrGeneProduct,6532,892,900,train
16574713,21,MDMA,ChemicalEntity,D018817,1014,1018,train
16574713,22,MDMA,ChemicalEntity,D018817,1058,1062,train
16574713,23,MDMA,ChemicalEntity,D018817,1100,1104,train
16574713,24,5-HTTLPR,GeneOrGeneProduct,6532,1269,1277,train
16574713,25,MDMA,ChemicalEntity,D018817,1505,1509,train
16574713,26,memory impairment,DiseaseOrPhenotypicFeature,D008569,1607,1624,train
16574713,27,MDMA,ChemicalEntity,D018817,1650,1654,train
16574713,28,5-HTTLPR,GeneOrGeneProduct,6532,1687,1695,train
16574713,29,MDMA,ChemicalEntity,D018817,1737,1741,train
16574713,30,impaired memory functioning,DiseaseOrPhenotypicFeature,D008569,1813,1840,train
16574713,31,MDMA,ChemicalEntity,D018817,1855,1859,train
16574713,32,memory impairments,DiseaseOrPhenotypicFeature,D008569,1889,1907,train
16574713,33,5-HTTLPR,GeneOrGeneProduct,6532,1922,1930,train
16574713,34,MDMA,ChemicalEntity,D018817,1963,1967,train
16584858,0,mangiferin,ChemicalEntity,C013592,8,18,train
16584858,1,isoproterenol,ChemicalEntity,D007545,72,85,train
16584858,2,myocardial infarction,DiseaseOrPhenotypicFeature,D009203,94,115,train
16584858,3,rats,OrganismTaxon,10116,119,123,train
16584858,4,mangiferin,ChemicalEntity,C013592,177,187,train
16584858,5,polyphenol,ChemicalEntity,D059808,191,201,train
16584858,6,Mangifera indica Linn,OrganismTaxon,29780,207,228,train
16584858,7,isoproterenol,ChemicalEntity,D007545,250,263,train
16584858,8,ISPH,ChemicalEntity,D007545,265,269,train
16584858,9,myocardial infarction,DiseaseOrPhenotypicFeature,D009203,279,300,train
16584858,10,MI,DiseaseOrPhenotypicFeature,D009203,302,304,train
16584858,11,rats,OrganismTaxon,10116,309,313,train
16584858,12,ISPH,ChemicalEntity,D007545,377,381,train
16584858,13,rats,OrganismTaxon,10116,424,428,train
16584858,14,myocardial damage,DiseaseOrPhenotypicFeature,D009202,459,476,train
16584858,15,rat,OrganismTaxon,10116,480,483,train
16584858,16,lactate dehydrogenase,GeneOrGeneProduct,24533,547,568,train
16584858,17,LDH,GeneOrGeneProduct,24533,570,573,train
16584858,18,creatine phosphokinase isoenzymes,GeneOrGeneProduct,24264,579,612,train
16584858,19,CK-MB,GeneOrGeneProduct,24264,614,619,train
16584858,20,uric acid,ChemicalEntity,D014527,632,641,train
16584858,21,iron,ChemicalEntity,D007501,667,671,train
16584858,22,mangiferin,ChemicalEntity,C013592,713,723,train
16584858,23,triphenyl tetrazolium chloride,ChemicalEntity,C009591,740,770,train
16584858,24,TTC,ChemicalEntity,C009591,772,775,train
16584858,25,ischemic myocardium,DiseaseOrPhenotypicFeature,D017202,831,850,train
16584858,26,superoxide dismutase,GeneOrGeneProduct,24786,897,917,train
16584858,27,catalase,GeneOrGeneProduct,24248,919,927,train
16584858,28,glutathione peroxidase,GeneOrGeneProduct,24404,929,951,train
16584858,29,glutathione transferase,GeneOrGeneProduct,24421,953,976,train
16584858,30,glutathione reductase,GeneOrGeneProduct,116686,981,1002,train
16584858,31,cerruloplasmin,GeneOrGeneProduct,1356,1048,1062,train
16584858,32,Vitamin C,ChemicalEntity,D001205,1064,1073,train
16584858,33,Vitamin E,ChemicalEntity,D014810,1075,1084,train
16584858,34,glutathione,ChemicalEntity,D005978,1089,1100,train
16584858,35,MI,DiseaseOrPhenotypicFeature,D009203,1124,1126,train
16584858,36,rats,OrganismTaxon,10116,1127,1131,train
16584858,37,mangiferin,ChemicalEntity,C013592,1156,1166,train
16584858,38,dimethyl sulphoxide,ChemicalEntity,D004121,1211,1230,train
16584858,39,MI,DiseaseOrPhenotypicFeature,D009203,1271,1273,train
16584858,40,rats,OrganismTaxon,10116,1274,1278,train
16584858,41,mangiferin,ChemicalEntity,C013592,1466,1476,train
16584858,42,ISPH,ChemicalEntity,D007545,1507,1511,train
16584858,43,MI,DiseaseOrPhenotypicFeature,D009203,1520,1522,train
16584858,44,rats,OrganismTaxon,10116,1523,1527,train
16584858,45,mangiferin,ChemicalEntity,C013592,1573,1583,train
16584858,46,ISPH,ChemicalEntity,D007545,1619,1623,train
16584858,47,MI,DiseaseOrPhenotypicFeature,D009203,1632,1634,train
16584858,48,cardiac damage,DiseaseOrPhenotypicFeature,D006331,1720,1734,train
16586083,0,cyclooxygenase inhibitors,ChemicalEntity,D016861,25,50,train
16586083,1,myocardial infarction,DiseaseOrPhenotypicFeature,D009203,190,211,train
16586083,2,stroke,DiseaseOrPhenotypicFeature,D020521,213,219,train
16586083,3,hypertension,DiseaseOrPhenotypicFeature,D006973,221,233,train
16586083,4,heart failure,DiseaseOrPhenotypicFeature,D006333,238,251,train
16586083,5,cyclooxygenase inhibitors,ChemicalEntity,D016861,274,299,train
16586083,6,patients,OrganismTaxon,9606,373,381,train
16586083,7,Cyclooxygenase inhibitors,ChemicalEntity,D016861,413,438,train
16586083,8,prostanoid,ChemicalEntity,D011453,492,502,train
16586083,9,cardiovascular adverse events,DiseaseOrPhenotypicFeature,D002318,589,618,train
16586083,10,cyclooxygenase inhibitors,ChemicalEntity,D016861,735,760,train
16586083,11,prostaglandin,ChemicalEntity,D011453,912,925,train
16586083,12,N-terminal pro brain natriuretic peptide,ChemicalEntity,C109794,974,1014,train
16586083,13,NT-proBNP,ChemicalEntity,C109794,1016,1025,train
16586083,14,C-reactive protein,GeneOrGeneProduct,1401,1045,1063,train
16586083,15,patients,OrganismTaxon,9606,1106,1114,train
16586083,16,cardiovascular toxicity,DiseaseOrPhenotypicFeature,D002318,1164,1187,train
16634859,0,alcohol,ChemicalEntity,D000431,10,17,train
16634859,1,alcohol,ChemicalEntity,D000431,197,204,train
16634859,2,alcohol,ChemicalEntity,D000431,340,347,train
